example_id                                                                                                   | status | run_time        |
./spec/models/benefit_markets/products/actuarial_factors/composite_rating_tier_actuarial_factor_spec.rb[2:2] | passed | 0.00028 seconds |
./spec/models/benefit_markets/products/actuarial_factors/composite_rating_tier_actuarial_factor_spec.rb[3:1] | passed | 0.00095 seconds |
./spec/models/benefit_markets/products/actuarial_factors/group_size_actuarial_factor_spec.rb[1:1]            | passed | 0.00473 seconds |
./spec/models/benefit_markets/products/actuarial_factors/group_size_actuarial_factor_spec.rb[1:2]            | passed | 0.0028 seconds  |
./spec/models/benefit_markets/products/actuarial_factors/group_size_actuarial_factor_spec.rb[1:3]            | passed | 0.00309 seconds |
./spec/models/benefit_markets/products/actuarial_factors/group_size_actuarial_factor_spec.rb[1:4]            | passed | 0.00318 seconds |
./spec/models/benefit_markets/products/actuarial_factors/group_size_actuarial_factor_spec.rb[2:1]            | passed | 0.0005 seconds  |
./spec/models/benefit_markets/products/actuarial_factors/group_size_actuarial_factor_spec.rb[2:2]            | passed | 0.00024 seconds |
./spec/models/benefit_markets/products/actuarial_factors/group_size_actuarial_factor_spec.rb[3:1]            | passed | 0.00069 seconds |
./spec/models/benefit_markets/products/actuarial_factors/group_size_actuarial_factor_spec.rb[4:1]            | passed | 0.00039 seconds |
./spec/models/benefit_markets/products/actuarial_factors/group_size_actuarial_factor_spec.rb[5:1]            | passed | 0.00039 seconds |
./spec/models/benefit_markets/products/actuarial_factors/group_size_actuarial_factor_spec.rb[5:2]            | passed | 0.00058 seconds |
./spec/models/benefit_markets/products/actuarial_factors/participation_rate_actuarial_factor_spec.rb[1:1]    | passed | 0.00164 seconds |
./spec/models/benefit_markets/products/actuarial_factors/participation_rate_actuarial_factor_spec.rb[1:2]    | passed | 0.00262 seconds |
./spec/models/benefit_markets/products/actuarial_factors/participation_rate_actuarial_factor_spec.rb[1:3]    | passed | 0.00161 seconds |
./spec/models/benefit_markets/products/actuarial_factors/participation_rate_actuarial_factor_spec.rb[2:1]    | passed | 0.00374 seconds |
./spec/models/benefit_markets/products/actuarial_factors/participation_rate_actuarial_factor_spec.rb[2:2]    | passed | 0.00175 seconds |
./spec/models/benefit_markets/products/actuarial_factors/participation_rate_actuarial_factor_spec.rb[3:1]    | passed | 0.00054 seconds |
./spec/models/benefit_markets/products/actuarial_factors/participation_rate_actuarial_factor_spec.rb[3:2]    | passed | 0.00043 seconds |
./spec/models/benefit_markets/products/actuarial_factors/participation_rate_actuarial_factor_spec.rb[4:1]    | passed | 0.00033 seconds |
./spec/models/benefit_markets/products/actuarial_factors/participation_rate_actuarial_factor_spec.rb[4:2]    | passed | 0.00058 seconds |
./spec/models/benefit_markets/products/actuarial_factors/sic_actuarial_factor_spec.rb[1:1]                   | passed | 0.00255 seconds |
./spec/models/benefit_markets/products/actuarial_factors/sic_actuarial_factor_spec.rb[1:2]                   | passed | 0.00158 seconds |
./spec/models/benefit_markets/products/actuarial_factors/sic_actuarial_factor_spec.rb[1:3]                   | passed | 0.0016 seconds  |
./spec/models/benefit_markets/products/actuarial_factors/sic_actuarial_factor_spec.rb[2:1]                   | passed | 0.00043 seconds |
./spec/models/benefit_markets/products/actuarial_factors/sic_actuarial_factor_spec.rb[2:2]                   | passed | 0.00034 seconds |
./spec/models/benefit_markets/products/actuarial_factors/sic_actuarial_factor_spec.rb[3:1]                   | passed | 0.00064 seconds |
./spec/models/benefit_markets/products/health_products/health_product_spec.rb[1:1:1:1]                       | passed | 0.01237 seconds |
./spec/models/benefit_markets/products/health_products/health_product_spec.rb[1:1:2:1:1]                     | passed | 0.00445 seconds |
./spec/models/benefit_markets/products/health_products/health_product_spec.rb[1:1:2:2:1]                     | passed | 0.00661 seconds |
./spec/models/benefit_markets/products/health_products/health_product_spec.rb[1:1:3:1:1]                     | passed | 0.00402 seconds |
./spec/models/benefit_markets/products/health_products/health_product_spec.rb[1:1:3:2:1]                     | passed | 0.00481 seconds |
./spec/models/benefit_markets/products/health_products/health_product_spec.rb[1:1:4:1]                       | passed | 0.0032 seconds  |
./spec/models/benefit_markets/products/premium_table_spec.rb[1:1:1:1]                                        | passed | 0.00217 seconds |
./spec/models/benefit_markets/products/premium_table_spec.rb[1:1:2:1:1]                                      | passed | 0.00295 seconds |
./spec/models/benefit_markets/products/premium_table_spec.rb[1:1:2:2:1]                                      | passed | 0.00304 seconds |
./spec/models/benefit_markets/products/premium_table_spec.rb[1:1:3:1]                                        | passed | 0.00219 seconds |
./spec/models/benefit_markets/products/premium_table_spec.rb[1:2:1:1]                                        | passed | 0.00205 seconds |
./spec/models/benefit_markets/products/premium_table_spec.rb[1:2:1:2]                                        | passed | 0.00228 seconds |
./spec/models/benefit_markets/products/premium_table_spec.rb[1:2:2:1]                                        | passed | 0.00233 seconds |
./spec/models/benefit_markets/products/premium_table_spec.rb[1:2:2:2]                                        | passed | 0.00299 seconds |
./spec/models/benefit_markets/products/premium_table_spec.rb[1:2:3:1]                                        | passed | 0.00313 seconds |
./spec/models/benefit_markets/products/premium_table_spec.rb[1:2:3:2]                                        | passed | 0.00334 seconds |
./spec/models/benefit_markets/products/premium_tuple_spec.rb[1:1:1:1]                                        | passed | 0.00171 seconds |
./spec/models/benefit_markets/products/premium_tuple_spec.rb[1:1:2:1:1]                                      | passed | 0.00156 seconds |
./spec/models/benefit_markets/products/premium_tuple_spec.rb[1:1:2:2:1]                                      | passed | 0.00114 seconds |
./spec/models/benefit_markets/products/premium_tuple_spec.rb[1:1:3:1]                                        | passed | 0.00039 seconds |
./spec/models/benefit_markets/products/premium_tuple_spec.rb[1:2:1:1]                                        | passed | 0.00042 seconds |
./spec/models/benefit_markets/products/premium_tuple_spec.rb[1:2:1:2]                                        | passed | 0.00042 seconds |
./spec/models/benefit_markets/products/premium_tuple_spec.rb[1:2:2:1]                                        | passed | 0.00068 seconds |
./spec/models/benefit_markets/products/premium_tuple_spec.rb[1:2:2:2]                                        | passed | 0.00047 seconds |
./spec/models/benefit_markets/products/product_package_form_spec.rb[1:1:1]                                   | passed | 0.01609 seconds |
./spec/models/benefit_markets/products/product_package_spec.rb[1:1:1:1]                                      | passed | 0.00569 seconds |
./spec/models/benefit_markets/products/product_package_spec.rb[1:1:2:1:1]                                    | passed | 0.05045 seconds |
./spec/models/benefit_markets/products/product_package_spec.rb[1:1:2:2:1]                                    | passed | 0.05474 seconds |
./spec/models/benefit_markets/products/product_package_spec.rb[1:1:2:3:1]                                    | passed | 0.05022 seconds |
./spec/models/benefit_markets/products/product_package_spec.rb[1:1:3:1]                                      | passed | 0.06297 seconds |
./spec/models/benefit_markets/products/product_package_spec.rb[1:2:1:1]                                      | passed | 0.04711 seconds |
./spec/models/benefit_markets/products/product_package_spec.rb[1:2:1:2]                                      | passed | 0.06281 seconds |
./spec/models/benefit_markets/products/product_package_spec.rb[1:2:2:1]                                      | passed | 0.04006 seconds |
./spec/models/benefit_markets/products/product_package_spec.rb[1:2:2:2]                                      | passed | 0.04591 seconds |
./spec/models/benefit_markets/products/product_package_spec.rb[1:2:3:1]                                      | passed | 0.04887 seconds |
./spec/models/benefit_markets/products/product_package_spec.rb[1:2:3:2]                                      | passed | 0.04753 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:1:1:1]                                              | passed | 0.02852 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:1:2:1:1]                                            | passed | 0.02861 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:1:2:2:1]                                            | passed | 0.02659 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:1:2:3:1]                                            | passed | 0.02578 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:1:2:4:1]                                            | passed | 0.02753 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:1:3:1:1]                                            | passed | 0.02798 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:1:4:1]                                              | passed | 0.02561 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:2:1:1]                                              | passed | 0.03494 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:2:1:2]                                              | passed | 0.03937 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:2:2:1]                                              | passed | 0.03624 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:2:2:2]                                              | passed | 0.0266 seconds  |
./spec/models/benefit_markets/products/product_spec.rb[1:2:3:1]                                              | passed | 0.02995 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:2:3:2]                                              | passed | 0.04349 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:3:1]                                                | passed | 0.03755 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:3:2]                                                | passed | 0.03207 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:3:3:1]                                              | passed | 0.02623 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:3:3:2:1]                                            | passed | 0.02662 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:3:3:3:1]                                            | passed | 0.03623 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:3:4:1]                                              | passed | 0.03058 seconds |
./spec/models/benefit_markets/products/product_spec.rb[1:3:4:2:1]                                            | passed | 0.02662 seconds |
./spec/models/benefit_markets/rules_engine/sponsored_benefit_policy_spec.rb[1:1:1]                           | passed | 0.00029 seconds |
./spec/models/benefit_markets/rules_engine/sponsored_benefit_policy_spec.rb[1:2:1]                           | passed | 0.00211 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:1:1:1]                                         | passed | 0.02528 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:1:2:1:1]                                       | passed | 0.02446 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:1:2:2:1]                                       | passed | 0.02257 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:1:3:1:1]                                       | passed | 0.02336 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:1:4:1]                                         | passed | 0.02853 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:1:4:2:1]                                       | passed | 0.02751 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:2:1:1:1]                                       | passed | 0.03304 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:2:1:1:2]                                       | passed | 0.03142 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:2:1:1:3]                                       | passed | 0.03861 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:3:1:1]                                         | passed | 0.02272 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:3:2:1]                                         | passed | 0.02256 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:3:2:2]                                         | passed | 0.02243 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:3:2:3]                                         | passed | 0.0224 seconds  |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:3:2:4]                                         | passed | 0.02427 seconds |
./spec/models/benefit_markets/timespans/date_period_spec.rb[1:3:2:5]                                         | passed | 0.02407 seconds |
